Reaction ID,Transcript abundance,Subsystem,Stoichiometry,Lower bound,Upper bound,RegrEx (no hexose uptake),FVA_min (no hexose uptake),FVA_max (no hexose uptake),Parsimonious (no hexose uptake),RegrEx (hexose uptake),Parsimonious (hexose uptake)
RXN_6884_m_MC_l,0.619494973,aerobicrespiration--electrondonorIII,OXYGEN_MOLECULE_m_MC_l + 4.0 PROTON_m_MC_l + 4.0 Reduced_Ferroproteins_m_MC_l --> 4.0 Oxidized_Ferroproteins_m_MC_l + 2.0 WATER_m_MC_l,0,1000,0,0,-3.40E-11,0,0,0
RXN_6884_m_pSE_d,,aerobicrespiration--electrondonorIII,OXYGEN_MOLECULE_m_pSE_d + 4.0 PROTON_m_pSE_d + 4.0 Reduced_Ferroproteins_m_pSE_d --> 4.0 Oxidized_Ferroproteins_m_pSE_d + 2.0 WATER_m_pSE_d,0,60,0,0,-4.83E-12,0,0,0
RXN_6884_m_pSE_l,0.030974749,aerobicrespiration--electrondonorIII,OXYGEN_MOLECULE_m_pSE_l + 4.0 PROTON_m_pSE_l + 4.0 Reduced_Ferroproteins_m_pSE_l --> 4.0 Oxidized_Ferroproteins_m_pSE_l + 2.0 WATER_m_pSE_l,0,60,0,0,-1.16E-11,0,0,0
RXN_6884_m_SE_d,,aerobicrespiration--electrondonorIII,OXYGEN_MOLECULE_m_SE_d + 4.0 PROTON_m_SE_d + 4.0 Reduced_Ferroproteins_m_SE_d --> 4.0 Oxidized_Ferroproteins_m_SE_d + 2.0 WATER_m_SE_d,0,50,0,0,-8.12E-12,0,0,0
RXN_6884_m_SE_l,0.030974749,aerobicrespiration--electrondonorIII,OXYGEN_MOLECULE_m_SE_l + 4.0 PROTON_m_SE_l + 4.0 Reduced_Ferroproteins_m_SE_l --> 4.0 Oxidized_Ferroproteins_m_SE_l + 2.0 WATER_m_SE_l,0,50,0,0,-9.66E-12,0,0,0
RXN_6902_m_CC_d,,glutamatedegradationIV,4_AMINO_BUTYRATE_m_CC_d + PYRUVATE_m_CC_d --> L_ALPHA_ALANINE_m_CC_d + SUCC_S_ALD_m_CC_d,0,10,0,0,-2.34E-11,0,0,0
RXN_6902_m_CC_l,,glutamatedegradationIV,4_AMINO_BUTYRATE_m_CC_l + PYRUVATE_m_CC_l --> L_ALPHA_ALANINE_m_CC_l + SUCC_S_ALD_m_CC_l,0,10,0,0,-2.52E-11,0,0,0
RXN_6902_m_MC_d,,glutamatedegradationIV,4_AMINO_BUTYRATE_m_MC_d + PYRUVATE_m_MC_d --> L_ALPHA_ALANINE_m_MC_d + SUCC_S_ALD_m_MC_d,0,1000,0,0,-4.32E-11,0,0,0
RXN_6902_m_MC_l,0.373725306,glutamatedegradationIV,4_AMINO_BUTYRATE_m_MC_l + PYRUVATE_m_MC_l --> L_ALPHA_ALANINE_m_MC_l + SUCC_S_ALD_m_MC_l,0,1000,0,0,-1.81E-11,0,0,0
RXN_6902_m_pSE_d,,glutamatedegradationIV,4_AMINO_BUTYRATE_m_pSE_d + PYRUVATE_m_pSE_d --> L_ALPHA_ALANINE_m_pSE_d + SUCC_S_ALD_m_pSE_d,0,60,0,0,-1.36E-11,0,0,0
RXN_6902_m_pSE_l,,glutamatedegradationIV,4_AMINO_BUTYRATE_m_pSE_l + PYRUVATE_m_pSE_l --> L_ALPHA_ALANINE_m_pSE_l + SUCC_S_ALD_m_pSE_l,0,60,0,0,-1.74E-11,0,0,0
RXN_6902_m_SE_d,,glutamatedegradationIV,4_AMINO_BUTYRATE_m_SE_d + PYRUVATE_m_SE_d --> L_ALPHA_ALANINE_m_SE_d + SUCC_S_ALD_m_SE_d,0,50,0,0,2.70E-11,0,0,0
RXN_6902_m_SE_l,,glutamatedegradationIV,4_AMINO_BUTYRATE_m_SE_l + PYRUVATE_m_SE_l --> L_ALPHA_ALANINE_m_SE_l + SUCC_S_ALD_m_SE_l,0,50,0,0,-1.57E-11,0,0,0
RXN_7674_p_CC_d,,chlorophyllcycle,CPD_7014_p_CC_d + 0.8 PHYTYL_PYROPHOSPHATE_p_CC_d + 0.2 aPHYTYL_PYROPHOSPHATE_p_CC_d --> CHLOROPHYLL_B_p_CC_d + 0.55 PPI_p_CC_d + 0.65 PROTON_p_CC_d + 0.45 bPPI_p_CC_d,0,10,0,0,-1.32E-12,0,0,0
RXN_7674_p_CC_l,,chlorophyllcycle,CPD_7014_p_CC_l + 0.8 PHYTYL_PYROPHOSPHATE_p_CC_l + 0.2 aPHYTYL_PYROPHOSPHATE_p_CC_l --> CHLOROPHYLL_B_p_CC_l + 0.55 PPI_p_CC_l + 0.65 PROTON_p_CC_l + 0.45 bPPI_p_CC_l,0,0,0,0,0,0,0,0
RXN_7674_p_MC_d,,chlorophyllcycle,CPD_7014_p_MC_d + 0.8 PHYTYL_PYROPHOSPHATE_p_MC_d + 0.2 aPHYTYL_PYROPHOSPHATE_p_MC_d --> CHLOROPHYLL_B_p_MC_d + 0.55 PPI_p_MC_d + 0.65 PROTON_p_MC_d + 0.45 bPPI_p_MC_d,0,1000,0,0,1.35E-12,0,0,0
RXN_7674_p_MC_l,0.373725306,chlorophyllcycle,CPD_7014_p_MC_l + 0.8 PHYTYL_PYROPHOSPHATE_p_MC_l + 0.2 aPHYTYL_PYROPHOSPHATE_p_MC_l --> CHLOROPHYLL_B_p_MC_l + 0.55 PPI_p_MC_l + 0.65 PROTON_p_MC_l + 0.45 bPPI_p_MC_l,0,0,0,0,0,0,0,0
RXN_7674_p_pSE_d,,chlorophyllcycle,CPD_7014_p_pSE_d + 0.8 PHYTYL_PYROPHOSPHATE_p_pSE_d + 0.2 aPHYTYL_PYROPHOSPHATE_p_pSE_d --> CHLOROPHYLL_B_p_pSE_d + 0.55 PPI_p_pSE_d + 0.65 PROTON_p_pSE_d + 0.45 bPPI_p_pSE_d,0,60,0,0,-1.31E-12,0,0,0
RXN_7674_p_pSE_l,,chlorophyllcycle,CPD_7014_p_pSE_l + 0.8 PHYTYL_PYROPHOSPHATE_p_pSE_l + 0.2 aPHYTYL_PYROPHOSPHATE_p_pSE_l --> CHLOROPHYLL_B_p_pSE_l + 0.55 PPI_p_pSE_l + 0.65 PROTON_p_pSE_l + 0.45 bPPI_p_pSE_l,0,0,0,0,0,0,0,0
RXN_7674_p_SE_d,,chlorophyllcycle,CPD_7014_p_SE_d + 0.8 PHYTYL_PYROPHOSPHATE_p_SE_d + 0.2 aPHYTYL_PYROPHOSPHATE_p_SE_d --> CHLOROPHYLL_B_p_SE_d + 0.55 PPI_p_SE_d + 0.65 PROTON_p_SE_d + 0.45 bPPI_p_SE_d,0,50,0,0,-5.18E-12,0,0,0
RXN_7674_p_SE_l,,chlorophyllcycle,CPD_7014_p_SE_l + 0.8 PHYTYL_PYROPHOSPHATE_p_SE_l + 0.2 aPHYTYL_PYROPHOSPHATE_p_SE_l --> CHLOROPHYLL_B_p_SE_l + 0.55 PPI_p_SE_l + 0.65 PROTON_p_SE_l + 0.45 bPPI_p_SE_l,0,0,0,0,0,0,0,0
RXN_7676_p_CC_d,,chlorophyllcycle,CHLOROPHYLLIDE_A_p_CC_d + NADPH_p_CC_d + OXYGEN_MOLECULE_p_CC_d + PROTON_p_CC_d --> CPD_7015_p_CC_d + NADP_p_CC_d + WATER_p_CC_d,0,10,0,0,-1.32E-12,0,0,0
RXN_7676_p_CC_l,,chlorophyllcycle,CHLOROPHYLLIDE_A_p_CC_l + NADPH_p_CC_l + OXYGEN_MOLECULE_p_CC_l + PROTON_p_CC_l --> CPD_7015_p_CC_l + NADP_p_CC_l + WATER_p_CC_l,0,10,0,0,0,0,0,0
RXN_7676_p_MC_d,,chlorophyllcycle,CHLOROPHYLLIDE_A_p_MC_d + NADPH_p_MC_d + OXYGEN_MOLECULE_p_MC_d + PROTON_p_MC_d --> CPD_7015_p_MC_d + NADP_p_MC_d + WATER_p_MC_d,0,1000,0,0,-1.28E-12,0,0,0
RXN_7676_p_MC_l,0.373725306,chlorophyllcycle,CHLOROPHYLLIDE_A_p_MC_l + NADPH_p_MC_l + OXYGEN_MOLECULE_p_MC_l + PROTON_p_MC_l --> CPD_7015_p_MC_l + NADP_p_MC_l + WATER_p_MC_l,0,1000,0,0,0,0,0,0
RXN_7676_p_pSE_d,,chlorophyllcycle,CHLOROPHYLLIDE_A_p_pSE_d + NADPH_p_pSE_d + OXYGEN_MOLECULE_p_pSE_d + PROTON_p_pSE_d --> CPD_7015_p_pSE_d + NADP_p_pSE_d + WATER_p_pSE_d,0,60,0,0,-1.34E-12,0,0,0
RXN_7676_p_pSE_l,,chlorophyllcycle,CHLOROPHYLLIDE_A_p_pSE_l + NADPH_p_pSE_l + OXYGEN_MOLECULE_p_pSE_l + PROTON_p_pSE_l --> CPD_7015_p_pSE_l + NADP_p_pSE_l + WATER_p_pSE_l,0,60,0,0,0,0,0,0
RXN_7676_p_SE_d,,chlorophyllcycle,CHLOROPHYLLIDE_A_p_SE_d + NADPH_p_SE_d + OXYGEN_MOLECULE_p_SE_d + PROTON_p_SE_d --> CPD_7015_p_SE_d + NADP_p_SE_d + WATER_p_SE_d,0,50,0,0,-2.18E-12,0,0,0
RXN_7676_p_SE_l,,chlorophyllcycle,CHLOROPHYLLIDE_A_p_SE_l + NADPH_p_SE_l + OXYGEN_MOLECULE_p_SE_l + PROTON_p_SE_l --> CPD_7015_p_SE_l + NADP_p_SE_l + WATER_p_SE_l,0,50,0,0,0,0,0,0
RXN_7677_p_CC_d,,chlorophyllcycle,CPD_7015_p_CC_d + NADPH_p_CC_d + OXYGEN_MOLECULE_p_CC_d + PROTON_p_CC_d --> CPD_7014_p_CC_d + NADP_p_CC_d + 2.0 WATER_p_CC_d,0,10,0,0,-1.32E-12,0,0,0
RXN_7677_p_CC_l,,chlorophyllcycle,CPD_7015_p_CC_l + NADPH_p_CC_l + OXYGEN_MOLECULE_p_CC_l + PROTON_p_CC_l --> CPD_7014_p_CC_l + NADP_p_CC_l + 2.0 WATER_p_CC_l,0,10,0,0,0,0,0,0
RXN_7677_p_MC_d,,chlorophyllcycle,CPD_7015_p_MC_d + NADPH_p_MC_d + OXYGEN_MOLECULE_p_MC_d + PROTON_p_MC_d --> CPD_7014_p_MC_d + NADP_p_MC_d + 2.0 WATER_p_MC_d,0,1000,0,0,-1.04E-12,0,0,0
RXN_7677_p_MC_l,0.373725306,chlorophyllcycle,CPD_7015_p_MC_l + NADPH_p_MC_l + OXYGEN_MOLECULE_p_MC_l + PROTON_p_MC_l --> CPD_7014_p_MC_l + NADP_p_MC_l + 2.0 WATER_p_MC_l,0,1000,0,0,0,0,0,0
RXN_7677_p_pSE_d,,chlorophyllcycle,CPD_7015_p_pSE_d + NADPH_p_pSE_d + OXYGEN_MOLECULE_p_pSE_d + PROTON_p_pSE_d --> CPD_7014_p_pSE_d + NADP_p_pSE_d + 2.0 WATER_p_pSE_d,0,60,0,0,-1.39E-12,0,0,0
RXN_7677_p_pSE_l,,chlorophyllcycle,CPD_7015_p_pSE_l + NADPH_p_pSE_l + OXYGEN_MOLECULE_p_pSE_l + PROTON_p_pSE_l --> CPD_7014_p_pSE_l + NADP_p_pSE_l + 2.0 WATER_p_pSE_l,0,60,0,0,0,0,0,0
RXN_7677_p_SE_d,,chlorophyllcycle,CPD_7015_p_SE_d + NADPH_p_SE_d + OXYGEN_MOLECULE_p_SE_d + PROTON_p_SE_d --> CPD_7014_p_SE_d + NADP_p_SE_d + 2.0 WATER_p_SE_d,0,50,0,0,0,0,0,0
RXN_7677_p_SE_l,,chlorophyllcycle,CPD_7015_p_SE_l + NADPH_p_SE_l + OXYGEN_MOLECULE_p_SE_l + PROTON_p_SE_l --> CPD_7014_p_SE_l + NADP_p_SE_l + 2.0 WATER_p_SE_l,0,50,0,0,0,0,0,0
RXN_7678_NAD_p_CC_d,,chlorophyllcycle,CHLOROPHYLL_B_p_CC_d + NADH_p_CC_d + PROTON_p_CC_d --> CPD_7016_p_CC_d + NAD_p_CC_d,0,10,0,0,-1.30E-12,0,0,0
RXN_7678_NAD_p_CC_l,,chlorophyllcycle,CHLOROPHYLL_B_p_CC_l + NADH_p_CC_l + PROTON_p_CC_l --> CPD_7016_p_CC_l + NAD_p_CC_l,0,10,0,0,0,0,0,0
RXN_7678_NAD_p_MC_d,,chlorophyllcycle,CHLOROPHYLL_B_p_MC_d + NADH_p_MC_d + PROTON_p_MC_d --> CPD_7016_p_MC_d + NAD_p_MC_d,0,1000,0,0,-1.41E-12,0,0,0
RXN_7678_NAD_p_MC_l,,chlorophyllcycle,CHLOROPHYLL_B_p_MC_l + NADH_p_MC_l + PROTON_p_MC_l --> CPD_7016_p_MC_l + NAD_p_MC_l,0,1000,0,0,-5.17E-11,0,0,0
RXN_7678_NAD_p_pSE_d,,chlorophyllcycle,CHLOROPHYLL_B_p_pSE_d + NADH_p_pSE_d + PROTON_p_pSE_d --> CPD_7016_p_pSE_d + NAD_p_pSE_d,0,60,0,0,-1.23E-12,0,0,0
RXN_7678_NAD_p_pSE_l,,chlorophyllcycle,CHLOROPHYLL_B_p_pSE_l + NADH_p_pSE_l + PROTON_p_pSE_l --> CPD_7016_p_pSE_l + NAD_p_pSE_l,0,60,0,0,0,0,0,0
RXN_7678_NAD_p_SE_d,,chlorophyllcycle,CHLOROPHYLL_B_p_SE_d + NADH_p_SE_d + PROTON_p_SE_d --> CPD_7016_p_SE_d + NAD_p_SE_d,0,50,0,0,-2.71E-12,0,0,0
RXN_7678_NAD_p_SE_l,,chlorophyllcycle,CHLOROPHYLL_B_p_SE_l + NADH_p_SE_l + PROTON_p_SE_l --> CPD_7016_p_SE_l + NAD_p_SE_l,0,50,0,0,0,0,0,0
RXN_7678_NADP_p_CC_d,,chlorophyllcycle,CHLOROPHYLL_B_p_CC_d + NADPH_p_CC_d + PROTON_p_CC_d --> CPD_7016_p_CC_d + NADP_p_CC_d,0,10,0,0,-8.19E-11,0,0,0
RXN_7678_NADP_p_CC_l,,chlorophyllcycle,CHLOROPHYLL_B_p_CC_l + NADPH_p_CC_l + PROTON_p_CC_l --> CPD_7016_p_CC_l + NADP_p_CC_l,0,10,0,0,0,0,0,0
RXN_7678_NADP_p_MC_d,,chlorophyllcycle,CHLOROPHYLL_B_p_MC_d + NADPH_p_MC_d + PROTON_p_MC_d --> CPD_7016_p_MC_d + NADP_p_MC_d,0,1000,0,0,1.36E-12,0,0,0
RXN_7678_NADP_p_MC_l,,chlorophyllcycle,CHLOROPHYLL_B_p_MC_l + NADPH_p_MC_l + PROTON_p_MC_l --> CPD_7016_p_MC_l + NADP_p_MC_l,0,1000,0,5.02E-11,0,0,0,0
RXN_7678_NADP_p_pSE_d,,chlorophyllcycle,CHLOROPHYLL_B_p_pSE_d + NADPH_p_pSE_d + PROTON_p_pSE_d --> CPD_7016_p_pSE_d + NADP_p_pSE_d,0,60,0,0,-1.27E-12,0,0,0
RXN_7678_NADP_p_pSE_l,,chlorophyllcycle,CHLOROPHYLL_B_p_pSE_l + NADPH_p_pSE_l + PROTON_p_pSE_l --> CPD_7016_p_pSE_l + NADP_p_pSE_l,0,60,0,0,0,0,0,0
RXN_7678_NADP_p_SE_d,,chlorophyllcycle,CHLOROPHYLL_B_p_SE_d + NADPH_p_SE_d + PROTON_p_SE_d --> CPD_7016_p_SE_d + NADP_p_SE_d,0,50,0,0,-3.10E-12,0,0,0
RXN_7678_NADP_p_SE_l,,chlorophyllcycle,CHLOROPHYLL_B_p_SE_l + NADPH_p_SE_l + PROTON_p_SE_l --> CPD_7016_p_SE_l + NADP_p_SE_l,0,50,0,0,0,0,0,0
RXN_7679_p_CC_d,,chlorophyllcycle,CPD_7016_p_CC_d + 2.0 PROTON_p_CC_d + 2.0 Reduced_ferredoxins_p_CC_d --> CHLOROPHYLL_A_p_CC_d + 2.0 Oxidized_ferredoxins_p_CC_d + WATER_p_CC_d,0,10,0,0,-1.31E-12,0,0,0
RXN_7679_p_CC_l,0.016074764,chlorophyllcycle,CPD_7016_p_CC_l + 2.0 PROTON_p_CC_l + 2.0 Reduced_ferredoxins_p_CC_l --> CHLOROPHYLL_A_p_CC_l + 2.0 Oxidized_ferredoxins_p_CC_l + WATER_p_CC_l,0,10,0,0,0,0,0,0
RXN_7679_p_MC_d,,chlorophyllcycle,CPD_7016_p_MC_d + 2.0 PROTON_p_MC_d + 2.0 Reduced_ferredoxins_p_MC_d --> CHLOROPHYLL_A_p_MC_d + 2.0 Oxidized_ferredoxins_p_MC_d + WATER_p_MC_d,0,1000,0,0,-1.27E-12,0,0,0
RXN_7679_p_MC_l,0.373725306,chlorophyllcycle,CPD_7016_p_MC_l + 2.0 PROTON_p_MC_l + 2.0 Reduced_ferredoxins_p_MC_l --> CHLOROPHYLL_A_p_MC_l + 2.0 Oxidized_ferredoxins_p_MC_l + WATER_p_MC_l,0,1000,0,0,0,0,0,0
RXN_7679_p_pSE_d,,chlorophyllcycle,CPD_7016_p_pSE_d + 2.0 PROTON_p_pSE_d + 2.0 Reduced_ferredoxins_p_pSE_d --> CHLOROPHYLL_A_p_pSE_d + 2.0 Oxidized_ferredoxins_p_pSE_d + WATER_p_pSE_d,0,60,0,0,-1.32E-12,0,0,0
RXN_7679_p_pSE_l,0.016074764,chlorophyllcycle,CPD_7016_p_pSE_l + 2.0 PROTON_p_pSE_l + 2.0 Reduced_ferredoxins_p_pSE_l --> CHLOROPHYLL_A_p_pSE_l + 2.0 Oxidized_ferredoxins_p_pSE_l + WATER_p_pSE_l,0,60,0,0,0,0,0,0
RXN_7679_p_SE_d,,chlorophyllcycle,CPD_7016_p_SE_d + 2.0 PROTON_p_SE_d + 2.0 Reduced_ferredoxins_p_SE_d --> CHLOROPHYLL_A_p_SE_d + 2.0 Oxidized_ferredoxins_p_SE_d + WATER_p_SE_d,0,50,0,0,-1.18E-11,0,0,0
RXN_7679_p_SE_l,0.016074764,chlorophyllcycle,CPD_7016_p_SE_l + 2.0 PROTON_p_SE_l + 2.0 Reduced_ferredoxins_p_SE_l --> CHLOROPHYLL_A_p_SE_l + 2.0 Oxidized_ferredoxins_p_SE_l + WATER_p_SE_l,0,50,0,0,0,0,0,0
RXN_7703_c_CC_d,,NAD/NADHphosphorylationanddephosphorylation,NADP_c_CC_d + 0.3 PROTON_c_CC_d + WATER_c_CC_d --> NAD_c_CC_d + 0.7 Pi_c_CC_d + 0.3 aPi_c_CC_d,0,10,0,0,-2.80E-11,0,0,0
RXN_7703_c_CC_l,,NAD/NADHphosphorylationanddephosphorylation,NADP_c_CC_l + 0.3 PROTON_c_CC_l + WATER_c_CC_l --> NAD_c_CC_l + 0.7 Pi_c_CC_l + 0.3 aPi_c_CC_l,0,10,0,0,5.18E-12,0,0,0
RXN_7703_c_MC_d,,NAD/NADHphosphorylationanddephosphorylation,NADP_c_MC_d + 0.3 PROTON_c_MC_d + WATER_c_MC_d --> NAD_c_MC_d + 0.7 Pi_c_MC_d + 0.3 aPi_c_MC_d,0,1000,0,0,-3.78E-12,0,0,0
RXN_7703_c_MC_l,,NAD/NADHphosphorylationanddephosphorylation,NADP_c_MC_l + 0.3 PROTON_c_MC_l + WATER_c_MC_l --> NAD_c_MC_l + 0.7 Pi_c_MC_l + 0.3 aPi_c_MC_l,0,1000,0,0,0.23580369,0,0,0
RXN_7703_c_pSE_d,,NAD/NADHphosphorylationanddephosphorylation,NADP_c_pSE_d + 0.3 PROTON_c_pSE_d + WATER_c_pSE_d --> NAD_c_pSE_d + 0.7 Pi_c_pSE_d + 0.3 aPi_c_pSE_d,0,60,0,1.11E-10,-7.41E-11,0,0,0
RXN_7703_c_pSE_l,,NAD/NADHphosphorylationanddephosphorylation,NADP_c_pSE_l + 0.3 PROTON_c_pSE_l + WATER_c_pSE_l --> NAD_c_pSE_l + 0.7 Pi_c_pSE_l + 0.3 aPi_c_pSE_l,0,60,0,0,-6.43E-11,0,0,0
RXN_7703_c_SE_d,,NAD/NADHphosphorylationanddephosphorylation,NADP_c_SE_d + 0.3 PROTON_c_SE_d + WATER_c_SE_d --> NAD_c_SE_d + 0.7 Pi_c_SE_d + 0.3 aPi_c_SE_d,0,50,0,0,-4.37E-11,0,0,0
RXN_7703_c_SE_l,,NAD/NADHphosphorylationanddephosphorylation,NADP_c_SE_l + 0.3 PROTON_c_SE_l + WATER_c_SE_l --> NAD_c_SE_l + 0.7 Pi_c_SE_l + 0.3 aPi_c_SE_l,0,50,0,2.37E-10,-3.61E-11,0,0,0
RXN_7737_p_CC_d,,lysinebiosynthesisVI,DELTA1_PIPERIDEINE_2_6_DICARBOXYLATE_p_CC_d + GLT_p_CC_d + PROTON_p_CC_d + WATER_p_CC_d --> 2_KETOGLUTARATE_p_CC_d + LL_DIAMINOPIMELATE_p_CC_d,0,10,0,4.05E-10,0,0,0,0
RXN_7737_p_MC_d,,lysinebiosynthesisVI,DELTA1_PIPERIDEINE_2_6_DICARBOXYLATE_p_MC_d + GLT_p_MC_d + PROTON_p_MC_d + WATER_p_MC_d --> 2_KETOGLUTARATE_p_MC_d + LL_DIAMINOPIMELATE_p_MC_d,0,1000,0,0,-2.03E-12,0,0,0
RXN_7737_p_MC_l,0.373725306,lysinebiosynthesisVI,DELTA1_PIPERIDEINE_2_6_DICARBOXYLATE_p_MC_l + GLT_p_MC_l + PROTON_p_MC_l + WATER_p_MC_l --> 2_KETOGLUTARATE_p_MC_l + LL_DIAMINOPIMELATE_p_MC_l,0,1000,0,0,-2.81E-11,0,0,0
RXN_7737_p_pSE_l,0,lysinebiosynthesisVI,DELTA1_PIPERIDEINE_2_6_DICARBOXYLATE_p_pSE_l + GLT_p_pSE_l + PROTON_p_pSE_l + WATER_p_pSE_l --> 2_KETOGLUTARATE_p_pSE_l + LL_DIAMINOPIMELATE_p_pSE_l,0,60,0,1.23E-11,-3.19E-11,0,0,0
RXN_7737_p_SE_d,,lysinebiosynthesisVI,DELTA1_PIPERIDEINE_2_6_DICARBOXYLATE_p_SE_d + GLT_p_SE_d + PROTON_p_SE_d + WATER_p_SE_d --> 2_KETOGLUTARATE_p_SE_d + LL_DIAMINOPIMELATE_p_SE_d,0,50,0,7.99E-10,-2.22E-10,6.69E-05,0,0
RXN_7737_p_SE_l,0,lysinebiosynthesisVI,DELTA1_PIPERIDEINE_2_6_DICARBOXYLATE_p_SE_l + GLT_p_SE_l + PROTON_p_SE_l + WATER_p_SE_l --> 2_KETOGLUTARATE_p_SE_l + LL_DIAMINOPIMELATE_p_SE_l,0,50,0,0,0.000121228,0,0,0
RXN_7800_p_CC_d,,leucinebiosynthesis,CPD_7100_p_CC_d + PROTON_p_CC_d --> 2K_4CH3_PENTANOATE_p_CC_d + CARBON_DIOXIDE_p_CC_d,0,10,0,0,-8.49E-11,0,0,0
RXN_7800_p_CC_l,,leucinebiosynthesis,CPD_7100_p_CC_l + PROTON_p_CC_l --> 2K_4CH3_PENTANOATE_p_CC_l + CARBON_DIOXIDE_p_CC_l,0,10,0,0,-1.81E-11,0,0,0
RXN_7800_p_pSE_d,,leucinebiosynthesis,CPD_7100_p_pSE_d + PROTON_p_pSE_d --> 2K_4CH3_PENTANOATE_p_pSE_d + CARBON_DIOXIDE_p_pSE_d,0,60,0,2.30E-11,6.06E-05,8.91E-05,0,8.96E-05
RXN_7800_p_pSE_l,,leucinebiosynthesis,CPD_7100_p_pSE_l + PROTON_p_pSE_l --> 2K_4CH3_PENTANOATE_p_pSE_l + CARBON_DIOXIDE_p_pSE_l,0,60,0,1.34E-11,-1.14E-11,0.000267416,0,0.000268757
RXN_7800_p_SE_d,,leucinebiosynthesis,CPD_7100_p_SE_d + PROTON_p_SE_d --> 2K_4CH3_PENTANOATE_p_SE_d + CARBON_DIOXIDE_p_SE_d,0,50,0,0,4.76E-10,0,0,0
RXN_7800_p_SE_l,,leucinebiosynthesis,CPD_7100_p_SE_l + PROTON_p_SE_l --> 2K_4CH3_PENTANOATE_p_SE_l + CARBON_DIOXIDE_p_SE_l,0,50,0,0,-1.14E-11,0,0,0
RXN_7903_p_CC_d,,fattyacidbiosynthesis,OXYGEN_MOLECULE_p_CC_d + 2.0 PROTON_p_CC_d + 2.0 Reduced_ferredoxins_p_CC_d + Stearoyl_ACPs_p_CC_d --> Oleoyl_ACPs_p_CC_d + 2.0 Oxidized_ferredoxins_p_CC_d + 2.0 WATER_p_CC_d,0,10,0,0,0,0,0,0
RXN_7903_p_CC_l,0.006680928,fattyacidbiosynthesis,OXYGEN_MOLECULE_p_CC_l + 2.0 PROTON_p_CC_l + 2.0 Reduced_ferredoxins_p_CC_l + Stearoyl_ACPs_p_CC_l --> Oleoyl_ACPs_p_CC_l + 2.0 Oxidized_ferredoxins_p_CC_l + 2.0 WATER_p_CC_l,0,10,0,0,-6.79E-13,0,0,0
RXN_7903_p_MC_d,,fattyacidbiosynthesis,OXYGEN_MOLECULE_p_MC_d + 2.0 PROTON_p_MC_d + 2.0 Reduced_ferredoxins_p_MC_d + Stearoyl_ACPs_p_MC_d --> Oleoyl_ACPs_p_MC_d + 2.0 Oxidized_ferredoxins_p_MC_d + 2.0 WATER_p_MC_d,0,1000,0,0,2.53E-10,0,0,0
RXN_7903_p_pSE_d,,fattyacidbiosynthesis,OXYGEN_MOLECULE_p_pSE_d + 2.0 PROTON_p_pSE_d + 2.0 Reduced_ferredoxins_p_pSE_d + Stearoyl_ACPs_p_pSE_d --> Oleoyl_ACPs_p_pSE_d + 2.0 Oxidized_ferredoxins_p_pSE_d + 2.0 WATER_p_pSE_d,0,60,0,0,0,0,0,0
RXN_7903_p_pSE_l,0.006680928,fattyacidbiosynthesis,OXYGEN_MOLECULE_p_pSE_l + 2.0 PROTON_p_pSE_l + 2.0 Reduced_ferredoxins_p_pSE_l + Stearoyl_ACPs_p_pSE_l --> Oleoyl_ACPs_p_pSE_l + 2.0 Oxidized_ferredoxins_p_pSE_l + 2.0 WATER_p_pSE_l,0,60,0,0,0,0,0,0
RXN_7903_p_SE_d,,fattyacidbiosynthesis,OXYGEN_MOLECULE_p_SE_d + 2.0 PROTON_p_SE_d + 2.0 Reduced_ferredoxins_p_SE_d + Stearoyl_ACPs_p_SE_d --> Oleoyl_ACPs_p_SE_d + 2.0 Oxidized_ferredoxins_p_SE_d + 2.0 WATER_p_SE_d,0,50,0,0,-8.13E-13,0,0,0
RXN_7903_p_SE_l,0.006680928,fattyacidbiosynthesis,OXYGEN_MOLECULE_p_SE_l + 2.0 PROTON_p_SE_l + 2.0 Reduced_ferredoxins_p_SE_l + Stearoyl_ACPs_p_SE_l --> Oleoyl_ACPs_p_SE_l + 2.0 Oxidized_ferredoxins_p_SE_l + 2.0 WATER_p_SE_l,0,50,0,0,-9.01E-13,0,0,0
RXN_7978_p_CC_d,,"xanthophyllcycle, antheraxanthinandviolaxanthinbiosynthesis",CPD1F_130_p_CC_d + OXYGEN_MOLECULE_p_CC_d + 2.0 PROTON_p_CC_d + 2.0 Reduced_ferredoxins_p_CC_d --> CPD1F_131_p_CC_d + 2.0 Oxidized_ferredoxins_p_CC_d + WATER_p_CC_d,0,10,0,0,-2.57E-12,0,0,0
RXN_7978_p_CC_l,,"xanthophyllcycle, antheraxanthinandviolaxanthinbiosynthesis",CPD1F_130_p_CC_l + OXYGEN_MOLECULE_p_CC_l + 2.0 PROTON_p_CC_l + 2.0 Reduced_ferredoxins_p_CC_l --> CPD1F_131_p_CC_l + 2.0 Oxidized_ferredoxins_p_CC_l + WATER_p_CC_l,0,10,0,0,-2.86E-11,0,0,0
